glossaryID,use glossaryID,glossary term,,New term,termDefinition,courseID,courseName
2731,,Minilaparotomy (Mini-lap),,,"A way of performing gynecologic operations, such as tubal ligation, through a small abdominal incision above the pubic hairline. The advantage of this type of surgery is that it allows for quicker recovery because the instruments and techniques used for mini-lap are gentler to the body tissues.",N	N,
2926,,Minilaparotomy (Mini-lap),,,"A way of performing gynecologic operations, such as tubal ligation, through a small abdominal incision above the pubic hairline. The advantage of this type of surgery is that it allows for quicker recovery because the instruments and techniques used for mini-lap are gentler to the body tissues.",N	N,
127,,Minimum stock level/minimum quantity,,,The level of stock below which inventory levels should not fall under normal conditions. Abbreviated in this course as the min. See maximum stock level/maximum quantity.,9,Logistics for Health Commodities
3080,127,Minimum stock level/minimum quantity,,,The level of stock below which inventory levels should not fall under normal conditions. Abbreviated in this course as the min. See maximum stock level/maximum quantity.,145,Logistics Revision
256,,Miscarriage,,,An induced abortion due to accidental trauma or natural causes,N	N,
1128,,Miscarriage,,,"Spontaneous abortion. Involuntary loss of the products of conception. Vaginal bleeding may be heavy or excessive. The mother may present in a state of shock due to products of conception becoming trapped in the cervix, and will resolve with their removal. Miscarriage is the most common complication of early pregnancy.",98,Postabortion Care (PAC)
2058,,Miscarriage ,,,"The spontaneous end of a pregnancy at a stage where the embryo or fetus is incapable of surviving, generally defined in humans at prior to 20 weeks of gestation. Miscarriage is the most common complication of early pregnancy.",N	N,
1848,,Model,,Economic Evaluation Model,"Provides a simplified yet accurate representation of reality. Models can be used in economic evaluations to represent the work of an intervention, program, or policy. A model is based on a set of assumptions derived from what is already known regarding the health issue of interest or the impact of programs and interventions. The information used to construct a model can be obtained from different sources (e.g., clinical trials, guidelines, or previously published studies) therefore making the sources flexible. Models are useful when actual data is scarce, unreliable, or unavailable, or the researcher wants to focus on elements essential to the program without being burdened by details that might be relevant to only the geographic area in which the program operates, population it serves, or idiosyncrasies of its managers. The predominant disadvantage of using a model is its dependence on estimated rather than measured values.",114,Economic Evaluation Basics
2836,,Model,,,Draws upon multiple theories to try to explain a given phenomenon.,110,Social and Behavior Change Communication
2714,,Modern methods,,,"Modern methods (aka clinic and supply methods) include female and male sterilization, intrauterine devices (IUDs), hormonal methods (oral pills, injectables, and hormone-releasing implants, skin patches and vaginal rings), condoms and vaginal barrier methods (diaphragm, cervical cap and spermicidal foams, jellies, creams and sponges).",121,LA/PMs - A Smart FP/RH Program Investment
2927,,Modern methods,,,"Modern methods (aka clinic and supply methods) include female and male sterilization, intrauterine devices (IUDs), hormonal methods (oral pills, injectables, and hormone-releasing implants, skin patches and vaginal rings), condoms and vaginal barrier methods (diaphragm, cervical cap and spermicidal foams, jellies, creams and sponges).",N	N,
204,,Monitoring,,,"Monitoring is the routine process of data collection and measurement of progress toward program objectives. It involves tracking what is being done and routinely looking at the types and levels of resources used; the activities conducted; the products and services generated by these activities, including the quality of services; and the outcomes of these services and products. ",28,M&E Fundamentals
2318,,Monitoring,,,"Collect data over time, during implementation, on 
•  program process (what you did, what the population did)
•  quality of your interventions and materials
",N	N,
2462,,Monitoring,,Monitoring for SBCC,A process of tracking or measuring what is happening in programs. In this course we focus on monitoring two aspects of your SBCC activities: process and quality.  ,110,Social and Behavior Change Communication
3007,204,Monitoring,,,Routine tracking and reporting of priority information about a programme and its intended outputs and outcomes.,142,"M&E Guidelines for SWs, MSM, & TG-Service Delivery"
1974,,Monitoring and evaluation (M&E),,,"Monitoring of a program or intervention involves the collection of routine data that measure progress toward achieving program objectives. It is used to track changes in program performance over time and to allow stakeholders to make informed decisions regarding the effectiveness of programs and the efficient use of resources. Evaluation measures how well the program activities have met expected objectives and/or the extent to which changes in outcomes can be attributed to the program or intervention. Source: MENTOR (Monitoring & Evaluation Network of Training Online Resources), http://www.cpc.unc.edu/measure/training/mentor/me_fundamentals, accessed June 2010.",97,Test
2122,1974,Monitoring and evaluation (M&E),,,Monitoring of a program or intervention involves the collection of routine data that measure progress toward achieving program objectives. It is used to track changes in program performance over time and to allow stakeholders to make informed decisions regarding the effectiveness of programs and the efficient use of resources. Evaluation measures how well the program activities have met expected objectives and/or the extent to which changes in outcomes can be attributed to the program or intervention. (CPC),122,Geographic Approaches to Global Health
205,,Monitoring and Evaluation (M&E) Plan,,,"A comprehensive planning document for all monitoring and evaluation activities within a program. This plan documents the key M&E questions to be addressed: what indicators will be collected, how, how often, from where, and why; baseline values, targets, and assumptions; how data are going to be analyzed/interpreted; and how/how often reports will be developed and distributed.",28,M&E Fundamentals
3008,205,Monitoring and evaluation (M&E) plan,,,"A comprehensive planning document for all M&E activities. An M&E plan documents the key M&E questions to be addressed, including what indicators are collected; how, how often, from where, and why they will be collected; what baselines, targets, and assumptions will be included; how the indicators are going to be analysed or interpreted; and how or how often reports will be developed and distributed on these indicators. ",142,"M&E Guidelines for SWs, MSM, & TG-Service Delivery"
1261,,Monopolar cautery,,,Stopping blood flow by using a high frequency electrical current that is passed from a single electrode,104,Male Circumcision for HIV Prevention: Field Test
2223,,Monopolar cautery,,,Stopping blood flow by using a high frequency electrical current that is passed from a single electrode,N	N,
2252,1261,Monopolar cautery,,,Stopping blood flow by using a high frequency electrical current that is passed from a single electrode,130,Male Circumcision: Policy & Programming
374,,Monotherapy,,,Treatment with a single drug,45,Malaria
2681,374,Monotherapy,,,Treatment with a single drug,138,Malaria (Updated)
1975,2123,Moran’s I,,,"Moran’s I is a statistical measure that incorporates the element of spatial location. Given a set of features with known locations for a study area, Global Moran’s I evaluates whether the overall pattern of attribute values attached to those locations is clustered, dispersed, or random. Source: ESRI, 2010. http://help.arcgis.com/en/arcgisdesktop/10.0/help/index.html#//005p0000000t000000.htm, accessed June 2010. The local Moran’s I is used as an indicator of local spatial association. Source: Uthman et al., 2009.",97,Test
2123,,Moran’s I ,,,"Moran’s I is a statistical measure that incorporates the element of spatial location. Given a set of features with known locations for a study area, Global Moran’s I evaluates whether the overall pattern of attribute values attached to those locations is clustered, dispersed, or random. The local Moran’s I is used as an indicator of local spatial association. (ESRI [ArcGIS documentation] and Uthman 2009)",122,Geographic Approaches to Global Health
375,,Mortality,,,The percentage of people who die during a given period in a set population,45,Malaria
1613,375,Mortality,,,A measure of the occurrence of death in a defined population. ,118,HIV/AIDS Surveillance
2682,375,Mortality,,,The percentage of people who die during a given period in a set population,138,Malaria (Updated)
2294,,Mortality Surveillance,,,"The act of collecting and analyzing data related to death. Usually, mortality surveillance tracks patterns and trends in the death of humans in order to create strategies that address a certain cause of death.

See also: Cause-specific mortality.",125,Mortality Surveillance Methods and Strategies
2569,2294,Mortality Surveillance,,,"The act of collecting and analyzing data related to death. Usually, mortality surveillance tracks patterns and trends in the death of humans in order to create strategies that address a certain cause of death.

See also: Cause-specific mortality.",136,Mortality Surveillance Methods & Strategies
1769,2124,Most at-risk populations (MARPs),,,"Primarily used in association with HIV prevalence, the term MARPs focuses on female sex workers, clients of female sex workers, injecting drug users, and men who have sex with men. Also of concern are the sexual partners of MARPs, who may not be aware that they are at risk. These other priority populations, which are primarily composed of women of reproductive age and adolescents, would include sexual partners of injecting drug users, female partners of men who have sex with men, and partners of sex worker clients. Source: UNAIDS, “A Framework for Monitoring and Evaluating HIV Prevention Programmes for Most-At-Risk Populations,” 2008, http://data.unaids.org/pub/Manual/2008/jc1519_framework_for_me_en.pdf, accessed April 2010.",97,Test
2124,,Most at-risk populations (MARPs),,,"Primarily used in association with HIV prevalence, the term MARPs focuses on female sex workers, clients of female sex workers, injecting drug users, and men who have sex with men. Also of concern are the sexual partners of MARPs, who may not be aware that they are at risk. These other priority populations, which are primarily composed of women of reproductive age and adolescents, would include sexual partners of injecting drug users, female partners of men who have sex with men, and partners of sex worker clients. (UNAIDS 2008)",122,Geographic Approaches to Global Health
1976,2125,MrSID (pronounced Mister Sid),,,"MrSID is a proprietary data format that allows raster image files to be substantially compressed with little to no loss of image quality. This format, developed and marketed by LizardTech, Inc. (http://www.lizardtech.com/), allows you to view any portion of a MrSID image at any resolution very quickly. The name stands for ""Multi Resolution Seamless Image Database."" Source: University of Virginia Library (http://fisher.lib.virginia.edu/collections/gis/mrsid/mrsidhelp.html), accessed June 2010. ",97,Test
2125,,MrSID (pronounced Mister Sid),,,"MrSID is a proprietary data format that allows raster image files to be substantially compressed with little to no loss of image quality. This format, developed and marketed by LizardTech, Inc. (http://www.lizardtech.com/), allows you to view any portion of a MrSID image at any resolution very quickly. The name stands for ""Multi Resolution Seamless Image Database."" (University of Virginia Library)",122,Geographic Approaches to Global Health
614,1381,Mucosa,,,A mucous membrane,22,Diarrheal Disease
1381,,Mucosa,,,Mucosa is moist tissue that lines particular organs and body cavities throughout the body.,104,Male Circumcision for HIV Prevention: Field Test
1515,1381,Mucosa,,,Moist tissue that lines some organs and body cavities throughout the body,70,Cervical Cancer Prevention (Low-Resource Settings)
2224,,Mucosa,,,Mucosa is moist tissue that lines particular organs and body cavities throughout the body.,N	N,
2253,1381,Mucosa,,,Mucosa is moist tissue that lines particular organs and body cavities throughout the body.,130,Male Circumcision: Policy & Programming
11,,Multidrug-Resistant Tuberculosis (MDR-TB),,,"A mutant form of TB that is resistant to at least two of the primary treatment drugs, including isoniazid and rifampicin.",N	N,
986,,Multidrug-Resistant Tuberculosis (MDR-TB),,,"A mutant form of TB that is resistant to at least two of the primary treatment drugs, including isoniazid and rifampicin.",91,Tuberculosis – Advanced Concepts
2292,,Multiple Concurrent Partnership (MCP),,,"Sexual relationships that overlap in time. Usually, these relationships overlap by months or years. MCPs facilitate the spread of sexually transmitted infections such as HIV.",125,Mortality Surveillance Methods and Strategies
2570,2292,Multiple Concurrent Partnership (MCP),,,"Sexual relationships that overlap in time. Usually, these relationships overlap by months or years. MCPs facilitate the spread of sexually transmitted infections such as HIV.",136,Mortality Surveillance Methods & Strategies
1977,2126,Multispectral (imagery),,,"Two or more images taken simultaneously, but each image taken in a different part of the electromagnetic spectrum. Source: http://www.ccrs.nrcan.gc.ca/glossary/index_e.php?id=361. The electromagnetic spectrum is the total range of wavelengths or frequencies of electromagnetic radiation, extending from the longest radio waves to the shortest known cosmic rays. A portion of the electromagnetic spectrum corresponds to light that is visible to the naked eye. Source: http://www.ccrs.nrcan.gc.ca/glossary/index_e.php?id=148, accessed June 2010.",97,Test
2126,,Multispectral (imagery),,,"Two or more images taken simultaneously, but each image taken in a different part of the electromagnetic spectrum. The electromagnetic spectrum is the total range of wavelengths or frequencies of electromagnetic radiation, extending from the longest radio waves to the shortest known cosmic rays. A portion of the electromagnetic spectrum corresponds to light that is visible to the naked eye. (CCRS)",122,Geographic Approaches to Global Health
27,,Mycobacterium tuberculosis,,,"The organism that causes TB and is sometimes called the tubercle bacillus. M. tuberculosis and three very closely related mycobacterial species (M. bovis, M. africanum, and M. microti) can cause tuberculous disease, and they compose what is known as the M. tuberculosis complex.",N	N,
928,,Mycobacterium tuberculosis,,,"The organism that causes TB and is sometimes called the tubercle bacillus. M. tuberculosis and three very closely related mycobacterial species (M. bovis, M. africanum, and M. microti) can cause tuberculous disease, and they compose what is known as the M. tuberculosis complex.",90,Tuberculosis Basics (Updated)
987,928,Mycobacterium tuberculosis,,,"The organism that causes TB and is sometimes called the tubercle bacillus. M. tuberculosis and three very closely related mycobacterial species (M. bovis, M. africanum, and M. microti) can cause tuberculous disease, and they compose what is known as the M. tuberculosis complex.",91,Tuberculosis – Advanced Concepts
1765,2127,National data infrastructure,,,"The national data infrastructure consists of all the data available to national-level decision makers as well as the people, policies, and systems required to collect, store, manage, analyze, and disseminate the data for decision-making purposes. Source: MEASURE Evaluation, April 2010.",97,Test
2127,,National data infrastructure,,,"The national data infrastructure consists of all the data available to national-level decision makers as well as the people, policies, and systems required to collect, store, manage, analyze, and disseminate the data for decision-making purposes. (MEASURE Evaluation)",122,Geographic Approaches to Global Health
1978,,National mapping agency (NMA),,,National organization responsible for the creation and maintenance of map series and related data for a country. A good source of NMA contacts is the United Nations Second Administrative Level Boundaries (UN SALB) Web site (www.unsalb.org).,97,Test
2128,1978,National mapping agency (NMA),,,National organization responsible for the creation and maintenance of map series and related data for a country. A good source of NMA contacts is the United Nations Second Administrative Level Boundaries (UN SALB) Web site (www.unsalb.org).,122,Geographic Approaches to Global Health
2960,,National Package of Minimum Services,,,"The following comprehensive package of interventions is based on international normative guidance and policy documents for HIV prevention for men who have sex with men, sex workers, transgender people and includes:<BR>
• Condom promotion and distribution programmes for men who have sex with men, sex workers, clients of sex workers, and transgender people <BR>
• Promotion and distribution of female condoms for female sex workers<BR>
• Promotion and distribution of condom-compatible lubricants for men who have sex with men<BR>
• Prevention and treatment of sexually transmitted infections (STIs)<BR>
• HIV testing and counselling (voluntary, never coercive)<BR>
• Targeted information, education and communication (IEC) including outreach<BR>
• Antiretroviral therapy (ART) including active linkage and referral<BR>
• Promotion of voluntary medical male circumcision among men who have sex with women<BR>
• Vaccination, diagnosis and treatment of viral Hepatitis<BR>
• Prevention, diagnosis and treatment of tuberculosis (TB)",141,"M&E Guidelines for SWs, MSM, & TG-National Level"
3113,2960,National Package of Minimum Services,,,"The following comprehensive package of interventions is based on international normative guidance and policy documents for HIV prevention for men who have sex with men, sex workers, transgender people and includes:
• Condom promotion and distribution programmes for men who have sex with men, sex workers, clients of sex workers, and transgender people <BR><BR>
• Promotion and distribution of female condoms for female sex workers<BR><BR>
• Promotion and distribution of condom-compatible lubricants for men who have sex with men <BR><BR>
• Prevention and treatment of sexually transmitted infections (STIs) <BR><BR>
• HIV testing and counselling (voluntary, never coercive) <BR><BR>
• Targeted information, education and communication (IEC) including outreach <BR><BR>
• Antiretroviral therapy (ART) including active linkage and referral <BR><BR>
• Promotion of voluntary medical male circumcision among men who have sex with women <BR><BR>
• Vaccination, diagnosis and treatment of viral Hepatitis <BR><BR>
• Prevention, diagnosis and treatment of tuberculosis (TB)",142,"M&E Guidelines for SWs, MSM, & TG-Service Delivery"
1766,2129,National spatial data infrastructure (NSDI),,,"The “technologies, policies, and people necessary to promote sharing of geospatial data throughout all levels of government, the private and non-profit sectors, and the academic community. The goal of this Infrastructure is to reduce duplication of effort among agencies, improve quality and reduce costs related to geographic information, to make geographic data more accessible to the public, to increase the benefits of using available data, and to establish key partnerships with [stakeholders] to increase data availability.” Source: Federal Geographic Data Committee, www.fgdc.gov/nsdi/nsdi.html, April 2010.",97,Test
2129,,National spatial data infrastructure (NSDI),,,"The “technologies, policies, and people necessary to promote sharing of geospatial data throughout all levels of government, the private and non-profit sectors, and the academic community. The goal of this Infrastructure is to reduce duplication of effort among agencies, improve quality and reduce costs related to geographic information, to make geographic data more accessible to the public, to increase the benefits of using available data, and to establish key partnerships with [stakeholders] to increase data availability.” (FGDC)",122,Geographic Approaches to Global Health
1453,,Nationally-representative,,,"A nationally-representative survey is one which includes a sample of people that represents the population of the country on a national level.  The sample has very similar characteristics to the general population of the entire country.  A sample of university students would not be representative at a national level; it leaves out those who have no education, or those who have attended only primary or secondary school.  ",109,Demographic and Health Surveys: Data Use
1454,,Nationally-representative,,,"A nationally-representative survey is one which includes a sample of people that represents the population of the country on a national level.  The sample has very similar characteristics to the general population of the entire country.  A sample of university students would not be representative at a national level; it leaves out those who no education, or those who have attended only primary or secondary school.  ",N	N,
1471,,Necrosis,,,The premature death of cells and living tissue (as opposed to naturally occurring cellular death),104,Male Circumcision for HIV Prevention: Field Test
2225,,Necrosis,,,The premature death of cells and living tissue (as opposed to naturally occurring cellular death),N	N,
2254,1471,Necrosis,,,The premature death of cells and living tissue (as opposed to naturally occurring cellular death),130,Male Circumcision: Policy & Programming
257,,Neonatal,,,"The period from birth up to, but not including, 28 days of age ",N	N,
1050,,Neonatal,,,"Pertaining to the first 28 days of a newborn's life;  synonymous with ""newborn""",84,Postpartum Family Planning
1114,,Neonatal jaundice,,,"Yellowish discoloration of whites of the eyes, skin, and mucous membranes caused by accumulation of bile salts in these tissues; may indicate a problem in the newborn",87,Malaria in Pregnancy
2770,1114,Neonatal jaundice,,,"Yellowish discoloration of whites of the eyes, skin, and mucous membranes caused by accumulation of bile salts in these tissues; may indicate a problem in the newborn",140,Malaria in Pregnancy (Updated)
504,,Neonatal mortality,,,The death of a newborn during the first 28 days of life,53,Maternal Survival – Programming Issues
579,504,Neonatal mortality,,,The death of a newborn within the first 28 days of life,68,Family Planning 101
2301,504,Neonatal mortality,,,The probability of dying within the 1st month of life.,125,Mortality Surveillance Methods and Strategies
2571,504,Neonatal mortality,,,The probability of dying within the 1st month of life.,136,Mortality Surveillance Methods & Strategies
2634,504,Neonatal mortality,,,The death of a newborn during the first 28 days of life,137,Maternal Survival - Programming Issues (Updated)
1149,,Neonatal period,,,the first four weeks of life,N	N,
2701,,Neonatal period,,,This is the first 28 days of life. ,108,Nutrition (An Introduction)
1979,,Network analysis,,,"A method of geographic analysis that calculates measures along a network of such entities as roads, railroads, or rivers.  It can be used to study accessibility of health care services.",97,Test
2130,1979,Network analysis,,,"A method of geographic analysis that calculates measures along a network of such entities as roads, railroads, or rivers. It can be used to study accessibility of health care services.",122,Geographic Approaches to Global Health
235,,new term,,,to be defined,N	N,
451,,new term,,,definition,N	N,
160,,NFP,,,Natural family planning,20,Standard Days Method
2750,160,NFP,,,Natural family planning,139,Standard Days Method Revision
179,,NGO,,,Nongovernmental organization,20,Standard Days Method
2751,179,NGO,,,Nongovernmental organization,139,Standard Days Method Revision
810,,Nigeria Case Study,,,"In Nigeria, after discovering that some health care workers preferred not to be posted to TB clinics, periodic “enlightenment” seminars and workshops on TB and TB treatment procedures were held for medical personnel. Anti-stigma training and education helped to ensure that health workers (both providers of TB services and administrative staff) received accurate information on TB and developed greater sensitivity to the needs of people with TB. Nigeria also held community-based rallies and church services to dispel rumors and reach people with messages about TB. ",N	N,
929,,Nigeria case study,,,"In Nigeria, after discovering that some health care workers preferred not to be posted to TB clinics, periodic ""enlightenment"" seminars and workshops on TB and TB treatment procedures were held for medical personnel. Anti-stigma training and education helped ensure that health workers (both providers of TB services and administrative staff) received accurate information on TB and developed greater sensitivity to the needs of people with TB. Nigeria also held community-based rallies and church services to dispel rumors and reach people with messages about TB. ",90,Tuberculosis Basics (Updated)
988,929,Nigeria Case Study,,,"In Nigeria, after discovering that some health care workers preferred not to be posted to TB clinics, periodic “enlightenment” seminars and workshops on TB and TB treatment procedures were held for medical personnel. Anti-stigma training and education helped to ensure that health workers (both providers of TB services and administrative staff) received accurate information on TB and developed greater sensitivity to the needs of people with TB. Nigeria also held community-based rallies and church services to dispel rumors and reach people with messages about TB. ",91,Tuberculosis – Advanced Concepts
2791,,No Scalpel Vasectomy (NSV),,,"Major Differences between NSV and Incisional Vasectomy: With NSV, two specialized instruments—a ringed clamp and a dissecting forceps—are used instead of a scalpel. The NSV technique uses a vasal nerve block, which provides better anesthesia than simply anesthesizing the skin around the entry point. Because the scrotal skin puncture with the dissecting forceps is so small, sutures are not needed.

NSV offers several advantages over incisional vasectomy. NSV results in fewer
hematomas and infections than does conventional incisional vasectomy. Men undergoing NSV reported less pain during the procedure and early in the follow-up period than did men having an incisional vasectomy and also reported earlier resumption of sexual activity after surgery. Neither incisional nor no-scalpel vasectomy is time-consuming; however, there are reports of decreased operating time when skilled providers use the no-scalpel approach. For example, in the United States, a 40% reduction in operating time has been reported with NSV.

Source: EngenderHealth. 2007. No Scalpel Vasectomy Curriculum: Trainer’s Manual. Second Edition. New York. 
",121,LA/PMs - A Smart FP/RH Program Investment
2928,,No Scalpel Vasectomy (NSV),,,"Major Differences between NSV and Incisional Vasectomy: With NSV, two specialized instruments—a ringed clamp and a dissecting forceps—are used instead of a scalpel. The NSV technique uses a vasal nerve block, which provides better anesthesia than simply anesthesizing the skin around the entry point. Because the scrotal skin puncture with the dissecting forceps is so small, sutures are not needed.

NSV offers several advantages over incisional vasectomy. NSV results in fewer
hematomas and infections than does conventional incisional vasectomy. Men undergoing NSV reported less pain during the procedure and early in the follow-up period than did men having an incisional vasectomy and also reported earlier resumption of sexual activity after surgery. Neither incisional nor no-scalpel vasectomy is time-consuming; however, there are reports of decreased operating time when skilled providers use the no-scalpel approach. For example, in the United States, a 40% reduction in operating time has been reported with NSV.

Source: EngenderHealth. 2007. No Scalpel Vasectomy Curriculum: Trainer’s Manual. Second Edition. New York. 
",N	N,
483,702,Nosocomial Infections,,,Infections that are are a result of stay in a hospital or hospital-like setting.,63,Newborn Sepsis
702,,Nosocomial infections,,,"An infection acquired during a hospital stay for an unrelated illness. Antimicrobial agents are commonly used in hospital settings leading to a potential breeding ground for drug resistant microbes. Consequently, this might result in a hospital-acquired or nosocomial infection among inpatients. Many of such hospital-acquired infections are caused by drug-resistant microbes.",80,Antimicrobial Resistance (Part 1)
2463,,Objective,,,"Specific, operationalized statements detailing the desired accomplishments (includes communication and program objective). A properly stated objective is action-oriented, starts with the word “to,” and is followed by an action verb. Objectives address questions of “what”, “when,” and “how much”, but not “why” or “how.” Objectives are stated in terms of results to be achieved, not processes or activities to be performed.",110,Social and Behavior Change Communication
3009,,Objective,,SMART Objective,"A statement of desired programme results. A good objective meets the criteria of being specific, measurable, achievable, realistic, and time based (SMART).",142,"M&E Guidelines for SWs, MSM, & TG-Service Delivery"
505,,Obstetric fistula,,,"A hole between the birth canal and one or more of the woman's internal cavities, usually the bladder and/or rectum, that develops after an extended period (usually days) of obstructed labor
",53,Maternal Survival – Programming Issues
2635,505,Obstetric fistula,,,"A hole between the birth canal and one or more of the woman's internal cavities, usually the bladder and/or rectum, that develops after an extended period (usually days) of obstructed labor
",137,Maternal Survival - Programming Issues (Updated)
171,,Obstetrical first aid,,,Immediate actions taken by a person (who is not a trained or skilled birth attendant) that can save the woman's life while emergency care by a skilled birth attendant is being obtained.,10,Antenatal Care
840,,Obstetrical first aid,,,Immediate actions taken by a person (who is not a trained or skilled birth attendant) that can save the woman's life while emergency care by a skilled birth attendant is being obtained.,N	N,
876,,Obstetrical first aid,,,Immediate actions taken by a person (who is not a trained or skilled birth attendant) that can save the woman's life while emergency care by a skilled birth attendant is being obtained.,N	N,
1496,171,Obstetrical first aid,,,Immediate actions taken by a person (who is not a trained or skilled birth attendant) that can save the woman's life while emergency care by a skilled birth attendant is being obtained.,113,Antenatal COPY
2189,,Obstetrical first aid,,,Immediate actions taken by a person (who is not a trained or skilled birth attendant) that can save the woman's life while emergency care by a skilled birth attendant is being obtained.,N	N,
172,,Opt out,,,"Choose not to have the HIV test. Although the HIV test is included in the routine ANC assessment, women have the option of choosing not to undergo the test.",10,Antenatal Care
841,,Opt out,,,"Choose not to have the HIV test. Although the HIV test is included in the routine ANC assessment, women have the option of choosing not to undergo the test.",N	N,
877,,Opt out,,,"Choose not to have the HIV test. Although the HIV test is included in the routine ANC assessment, women have the option of choosing not to undergo the test.",N	N,
1071,172,Opt out,,,"Choose not to have the HIV test. Although the HIV test is included in the routine assessment, women have the option of choosing not to undergo the test.",90,Tuberculosis Basics (Updated)
1497,172,Opt out,,,"Choose not to have the HIV test. Although the HIV test is included in the routine ANC assessment, women have the option of choosing not to undergo the test.",113,Antenatal COPY
2190,,Opt out,,,"Choose not to have the HIV test. Although the HIV test is included in the routine ANC assessment, women have the option of choosing not to undergo the test.",N	N,
1980,2131,Orphans and Vulnerable Children (OVC),,,"In the PEPFAR context, the term OVC is defined as a child, 0-17 years old, who is either orphaned or made more vulnerable because of HIV/AIDS. Orphan: Has lost one or both parents to HIV/AIDS Vulnerable: Is more vulnerable because of any or all of the following factors that result from HIV/AIDS: (a) Is HIV-positive; (b) Lives without adequate adult support (e.g., in a household with chronically ill parents, a household that has experienced a recent death from chronic illness, a household headed by a grandparent, and/or a household headed by a child); (c) Lives outside of family care (e.g., in residential care or on the streets); or (d) Is marginalized, stigmatized, or discriminated against. Source: The President’s Emergency Plan for AIDS Relief (PEPFAR) Office of the U.S. Global AIDS Coordinator, July 2006. Orphans and Other Vulnerable Children Programming Guidance for United States Government In-Country Staff and Implementing Partners, http://www.pepfar.gov/documents/organization/83298.pdf, accessed June 2010.",97,Test
2131,,Orphans and Vulnerable Children (OVC),,,"In the PEPFAR context, the term OVC is defined as a child, 0-17 years old, who is either orphaned or made more vulnerable because of HIV/AIDS. Orphan: Has lost one or both parents to HIV/AIDS. Vulnerable: Is more vulnerable because of any or all of the following factors that result from HIV/AIDS: (a) Is HIV-positive; (b) Lives without adequate adult support (e.g., in a household with chronically ill parents, a household that has experienced a recent death from chronic illness, a household headed by a grandparent, and/or a household headed by a child); (c) Lives outside of family care (e.g., in residential care or on the streets); or (d) Is marginalized, stigmatized, or discriminated against. (PEPFAR OGAC 2006)",122,Geographic Approaches to Global Health
1981,2132,Orthorectification,,,A process by which geographic distortions caused by sensor tilt and terrain relief are removed. An image that has been submitted to orthorectification is referred to as orthorectified. Source: http://www.ccrs.nrcan.gc.ca/glossary/index_e.php?id=407. ,97,Test
2132,,Orthorectification,,,A process by which geographic distortions caused by sensor tilt and terrain relief are removed. An image that has been submitted to orthorectification is referred to as orthorectified. (CCRS),122,Geographic Approaches to Global Health
1354,1907,Out-of-pocket expenditure,,,"Household out-of-pocket expenditure on health comprises cost-sharing, the cost of self-medication, and other expenditures made directly by private households, irrespective of whether the contact with the health care system was established on referral or on the patient’s own initiative (OECD 2003). ",76,Commercial Private Health Sector Basics
1907,,Out-of-pocket expenditure,,,"The direct outlays of households, including gratuities and in-kind payments made to health practitioners and to suppliers of pharmaceuticals, therapeutic appliances and other goods and services, This includes household direct payments to public and private providers of health care services, non-profit institutions, and non-reimbursable cost-sharing, such as deductibles, copayments and fees for services. ",123,Healthy Businesses
2019,,Outcome,,,"Effect of program activities on target audiences or populations, such as change in knowledge, beliefs, skills, behaviors, access to services, and environmental conditions.",116,PEPFAR NGI (old)
2041,2019,Outcome,,,"Effect of program activities on target audiences or populations, such as change in knowledge, beliefs, skills, behaviors, access to services, and environmental conditions.",127,PEPFAR Next Generation Indicator Guidance
2465,2019,Outcome,,,Short-term or intermediate results and changes in your population/community that are obtained by the program through the execution of activities. ,110,Social and Behavior Change Communication
3011,2019,Outcome,,,"The changes that a programme aims to effect on target audiences or populations, such as change in knowledge, attitudes, beliefs, skills, behaviours, access to services, policies, and environmental conditions.",142,"M&E Guidelines for SWs, MSM, & TG-Service Delivery"
1678,,Outcome Evaluation,,,"Collects data about program outcomes before and after the intervention to compare the effect of the intervention on clients. The effect of the intervention on clients can also be measured by comparing the intervention group with a similar group that did not participate in the intervention being evaluated. Answers the question: Did the intervention cause the expected outcomes?
",119,M&E Frameworks for HIV/AIDS Programs
3012,1678,Outcome evaluation,,,"A type of evaluation that is concerned with determining if, and by how much, programme activities or services achieved their intended outcomes among the targeted population. Whereas outcome monitoring is helpful and necessary in knowing whether outcomes were attained, outcome evaluation attempts to attribute observed changes among the targeted population to the intervention tested, describe the extent or scope of programme outcomes, and indicate what might happen in the absence of the programme. An outcome evaluation is methodologically rigorous and generally requires a comparative element in design, such as a control or comparison group, although it is possible to use statistical techniques in some instances when control groups are not available (e.g., for a national programme).",142,"M&E Guidelines for SWs, MSM, & TG-Service Delivery"
1544,2042,Outcome indicators,,,Behavior change is an example of measuring program outcome.,117,Data Quality
2014,2042,Outcome indicators,,,"Measure the broader results achieved through the provision of goods and services (e.g., the number of ART patients who are still alive and on ART at 12 months after initiating treatment)",116,PEPFAR NGI (old)
2042,,Outcome indicators,,,"Measure the effectiveness of care apsect of quality, which measures broader results achieved through the provision of goods and services (e.g., the number of ART patients who are still alive and on ART at 12 months after initiating treatment).",127,PEPFAR Next Generation Indicator Guidance
